id,price
100000,8317004.015333607
100001,5115927.722347153
100002,3840126.562743647
100003,3180024.1371770445
100004,6864620.273668915
100005,5002153.113149311
100006,2098476.706377977
100007,1296555.39752038
100008,3338473.9100002698
100009,2275853.667541594
100010,6525981.861928662
100011,4896668.841461944
100012,8232571.493208577
100013,2281808.903038028
100014,4461988.616767357
100015,5706604.003430916
100016,9323877.964661162
100017,3594360.32440312
100018,4626604.756627681
100019,8736149.145485723
100020,6206968.426763245
100021,4177078.5364051554
100022,6714806.235051106
100023,14842063.008793427
100024,4217073.6692241
100025,3828159.419228665
100026,4696765.575195425
100027,4496989.6834837245
100028,5200131.749069604
100029,2530270.062181175
100030,2993266.635529611
100031,8526024.445695078
100032,3572700.0275774724
100033,3876356.2291414966
100034,3967155.8214233085
100035,4393411.49923846
100036,4013426.8274485935
100037,3966700.3081322876
100038,7705813.187899062
100039,4711866.634892898
100040,11733990.380593043
100041,3828181.997506276
100042,5671549.779366426
100043,4335517.371777208
100044,2539068.9858137914
100045,3747292.790834987
100046,2823649.779383351
100047,3779029.833980351
100048,12553117.234128846
100049,3126942.6809872445
100050,1787769.497490006
100051,3745273.824292922
100052,11368483.832724515
100053,7885688.915114577
100054,3427364.2380463253
100055,11202013.986284459
100056,4785999.697461951
100057,3349187.0272139627
100058,8887123.023409732
100059,6519479.104338343
100060,5147090.534300125
100061,15032642.399411527
100062,5449075.17425957
100063,3810328.3873590454
100064,2215724.5831910763
100065,1470241.4060615469
100066,4889813.42026725
100067,5786961.305199759
100068,2515156.4398524743
100069,3355333.0381000363
100070,8963222.945829386
100071,8171301.351904046
100072,3645481.1713346946
100073,4167096.257063249
100074,1432939.0960643676
100075,4385107.152341519
100076,9024239.07091996
100077,2320386.77904733
100078,3708671.170857421
100079,1553726.441255638
100080,4321676.230295007
100081,1656131.6561051307
100082,7680816.881899002
100083,7027027.862346475
100084,4939258.827209361
100085,4353507.965437248
100086,4259295.683890737
100087,3207600.4864142984
100088,8826893.701212445
100089,4173145.589793074
100090,5255764.144608443
100091,9447319.895568965
100092,4794313.582301541
100093,11345471.821068149
100094,13788007.054250192
100095,3443801.6500467644
100096,8234203.699933977
100097,5606235.416515531
100098,8858900.60567192
100099,9288360.579653772
100100,2565313.999184603
100101,2463541.1137439366
100102,5162996.478956128
100103,8887446.74670293
100104,10053515.51517251
100105,2735796.648502293
100106,7425651.903050737
100107,2942667.29716062
100108,10575485.221989064
100109,4512664.98943722
100110,2245536.4658703674
100111,4116823.3460591957
100112,4709142.128822372
100113,2662007.277254395
100114,4766319.627747191
100115,2609523.738944875
100116,3530040.7413748167
100117,7038768.053826413
100118,4109224.2632319937
100119,13326655.766229613
100120,3033663.3275876287
100121,1728729.5568220022
100122,26801286.408586975
100123,1905600.7209764812
100124,9650388.4612194
100125,3316345.2449654513
100126,11482645.762759687
100127,5076591.017958221
100128,4677282.587912585
100129,1809956.0632351553
100130,13375338.45675006
100131,8463582.65848206
100132,18487656.739151984
100133,3851021.8818704067
100134,7047619.700858363
100135,5134059.539150371
100136,5655046.99391847
100137,5736376.857299281
100138,3161296.6453649313
100139,2599538.3869852275
100140,11610131.180456517
100141,19373827.04425305
100142,2754089.4336584727
100143,5179082.355837525
100144,2706658.6140785096
100145,3166101.9715544675
100146,3426183.494175274
100147,2234289.826354785
100148,9197299.251282996
100149,10894084.660404434
100150,5353218.8262930745
100151,4440910.5364611475
100152,2025310.1667315965
100153,8151703.215311625
100154,3437413.0899579185
100155,2739631.3400501427
100156,4550656.122795815
100157,4530127.058891593
100158,4281869.275479173
100159,9802754.430865254
100160,4909685.039840697
100161,7583174.063739617
100162,1975543.288335824
100163,18348361.547790766
100164,11071124.487028928
100165,12220396.556485461
100166,3662259.704597491
100167,4694943.031196685
100168,2403818.874378619
100169,7322965.148185091
100170,2599617.6162117864
100171,1855440.585326159
100172,3387449.154977747
100173,3539388.3854312818
100174,3605814.429156341
100175,7178743.718889578
100176,1428235.8351375316
100177,15578611.800918851
100178,8523300.335065925
100179,2481662.7367949057
100180,3697912.2240073797
100181,7688388.455898729
100182,1582148.1416968405
100183,2110098.799772343
100184,5873847.783441964
100185,4507563.272955307
100186,3121102.3712901333
100187,2484551.1323999045
100188,1424722.3048500845
100189,5158268.704216724
100190,16948801.509036146
100191,2034290.309115896
100192,7964705.2133313455
100193,12437497.806861745
100194,5494813.364985596
100195,1094251.2619294543
100196,7653339.503347373
100197,2448347.9662122116
100198,1765856.8344683195
100199,2401974.5339882313
100200,2240486.062541597
100201,8188859.494287512
100202,4977007.39225381
100203,3075581.8765829797
100204,7140981.865169362
100205,1951779.8192155296
100206,30901024.474457044
100207,6359246.461047181
100208,4959672.748842733
100209,3422593.051771772
100210,2974287.237087366
100211,8199849.494198388
100212,2987000.620003204
100213,9354284.026308749
100214,8210437.736224668
100215,4558444.592905082
100216,4350025.543556895
100217,4097810.7752127377
100218,4575073.664378105
100219,4024650.7174903923
100220,5523082.324478509
100221,5074976.464355324
100222,5352794.176251895
100223,6361366.830754903
100224,3465139.9474609774
100225,3112716.3972227364
100226,2217765.1130150626
100227,5560108.467169558
100228,5784592.567667718
100229,1137999.2357091513
100230,15843429.05688237
100231,6983679.239293349
100232,12120060.329542547
100233,2741421.0230122986
100234,5512675.055631911
100235,4820528.199217467
100236,6432626.417188659
100237,5893616.067339635
100238,3086831.838376978
100239,2951205.6330338134
100240,3880605.089690836
100241,5373622.452982323
100242,2965653.660692948
100243,2587177.1423146953
100244,6289260.072865651
100245,3231165.1538428944
100246,1458097.8225477836
100247,8209588.580118297
100248,7893214.582876597
100249,2935440.8398923688
100250,8216617.187015258
100251,10743394.835190166
100252,1821614.2088288297
100253,5132733.190979544
100254,2527203.4520817176
100255,5051153.970723623
100256,6679297.749550685
100257,4632156.241960917
100258,19898745.134308606
100259,4123268.6489729416
100260,4318931.629772832
100261,10316764.443949416
100262,3685117.5609477884
100263,12152873.248572668
100264,4878793.785205209
100265,7568102.322561969
100266,6544016.847235438
100267,9071658.19279294
100268,3614280.9501699526
100269,12332185.740456019
100270,1262130.8396473164
100271,13874928.823234478
100272,4688003.4070788715
100273,4223288.067604799
100274,2746257.5708762603
100275,1883016.5076734864
100276,5543086.154371584
100277,3149253.362091051
100278,7009976.546557894
100279,2078599.8040338706
100280,5845762.232311988
100281,12316485.255203111
100282,2138067.457470759
100283,3986227.087800608
100284,5026631.0551181715
100285,8804124.881262625
100286,4291171.1884588925
100287,7696199.2658498185
100288,1707297.4713706803
100289,26454253.486982632
100290,4457863.365475621
100291,3586714.4858447653
100292,4104719.2945011077
100293,2612261.068920108
100294,3068675.6748660025
100295,2527069.079749294
100296,4267074.577676984
100297,5083943.118150434
100298,3257478.4088901742
100299,6731867.7147532245
100300,9618223.35372553
100301,2220627.477841389
100302,1918041.3569482716
100303,4721031.162068206
100304,3643809.2255629883
100305,4645597.378168347
100306,5507139.4583743205
100307,3326340.6280545723
100308,5832200.318719766
100309,7676400.997221083
100310,12329707.911502082
100311,4276478.540343363
100312,2201666.8549019597
100313,3366834.83608092
100314,7580273.2033990035
100315,1607470.006855255
100316,11708521.867922004
100317,3544117.8768427987
100318,3781228.948572235
100319,4426230.597184089
100320,1220663.4954360435
100321,5401277.38574036
100322,5459762.011829427
100323,17002656.102701478
100324,2014977.7746671464
100325,4700841.481938657
100326,5551373.1365984995
100327,3905575.6785132596
100328,3415363.538621327
100329,3328342.386358037
100330,7431353.110671769
100331,3032941.989631739
100332,2642766.7884132303
100333,4923472.810738562
100334,5762693.147784642
100335,3454941.6698265937
100336,8836288.908289358
100337,5178857.49031531
100338,9772320.491225451
100339,12893372.609219264
100340,11472909.949775718
100341,5337314.040144716
100342,6007596.282438642
100343,16233534.4080646
100344,5672788.367440038
100345,3910028.7998772417
100346,2280838.1950688176
100347,4075484.7870024303
100348,4778622.718912257
100349,5494045.905673792
100350,5151837.937117316
100351,4357844.578007468
100352,7307250.469795296
100353,4280362.025009423
100354,2412088.8944413206
100355,6198221.056822146
100356,3643611.714072822
100357,4497511.824447972
100358,3562939.413329022
100359,4883128.611472252
100360,8456240.008222174
100361,1960427.617396863
100362,4423358.1524077905
100363,8231663.565241479
100364,2396764.4137001885
100365,2034023.8100514046
100366,6203065.479739592
100367,11117573.814980343
100368,13234374.096611543
100369,4382788.258383811
100370,10951231.943408336
100371,8376418.65920355
100372,3637265.5146555454
100373,2946298.8977039317
100374,6356510.517537389
100375,3010791.2561551016
100376,5556949.773059054
100377,5169362.430801875
100378,8736326.660776855
100379,3231379.6149009396
100380,6135143.608321391
100381,3955749.899594893
100382,8901022.602104625
100383,9718977.363011282
100384,4895378.196986835
100385,9172942.288670529
100386,1722563.0533969025
100387,7148991.16871391
100388,1990087.0897211137
100389,7470211.659137337
100390,3873135.973457579
100391,5514098.98939277
100392,3784796.1851141187
